Drug 0
        IC50  Label
39  6.048241      1
40  6.103648      1
41  6.245414      1
42  6.966142      1
Drug 52
        IC50  Label
0  -0.030129      1
1   1.357948      1
2   1.514044      1
3   1.863045      1
4   1.974204      1
5   2.330237      1
6   2.356661      1
7   2.518076      1
8   2.590525      1
9   2.666713      1
10  3.071975      0
11  3.236952      0
12  3.288760      0
13  3.314570      0
14  3.447994      0
15  3.465527      0
16  3.501301      0
17  3.524045      0
18  3.545173      0
19  3.652447      0
20  3.735914      0
21  3.745760      0
22  3.846932      0
23  3.988757      0
24  4.024368      0
25  4.025151      0
26  4.032216      0
27  4.124958      0
28  4.193450      0
29  4.251370      0
30  4.289961      0
31  4.330774      0
32  4.365124      0
33  4.369346      0
34  4.373151      0
35  4.386231      0
36  4.464606      0
37  4.474782      0
38  4.521255      0
39  4.624721      0
40  4.662367      0
41  4.699904      0
42  5.296054      0
Drug 53
        IC50  Label
0   1.497584      0
1   1.983180      0
2   2.103065      0
3   2.172093      0
4   2.475908      0
5   2.489552      0
6   2.507093      0
7   2.601435      0
8   2.615076      0
9   2.646711      0
10  2.659381      0
11  2.826430      0
12  2.917469      0
13  2.931624      0
14  3.117458      0
15  3.145345      0
16  3.147812      0
17  3.291395      0
18  3.339724      0
19  3.412809      0
20  3.415816      0
21  3.471968      0
22  3.558056      1
23  3.663978      1
24  3.667181      1
25  3.687774      1
26  3.715569      1
27  3.811658      1
28  3.903246      1
29  3.992307      1
30  4.172925      1
31  4.224653      1
32  4.240650      1
33  4.265847      1
34  4.303559      1
35  4.391499      1
36  4.628305      1
37  4.760607      1
38  4.809667      1
39  4.894026      1
40  4.963725      1
41  5.020028      1
42  5.921710      1
Drug 54
        IC50  Label
0   0.226695      0
1   3.353001      0
2   3.709197      0
3   3.921323      0
4   4.005558      0
5   4.063064      0
6   4.133678      0
7   4.142448      0
8   4.216587      0
9   4.378436      0
10  4.522003      0
11  4.657807      1
12  4.688951      1
13  4.845398      1
14  4.900073      1
15  4.972826      1
16  5.082073      1
17  5.103702      1
18  5.107634      1
19  5.118954      1
20  5.139346      1
21  5.153451      1
22  5.162304      1
23  5.173240      1
24  5.191020      1
25  5.288163      1
26  5.404479      1
27  5.443930      1
28  5.451715      1
29  5.523094      1
30  5.605620      1
31  5.693196      1
32  5.694759      1
33  5.718502      1
34  5.725365      1
35  5.744255      1
36  5.780269      1
37  5.851135      1
38  5.886459      1
39  6.040302      1
40  6.085715      1
41  6.165986      1
42  7.698295      1
Drug 55
        IC50  Label
0   1.619906      0
1   1.727811      0
2   2.206094      0
3   2.238110      0
4   2.448345      0
5   2.535702      0
6   2.601320      0
7   2.715647      0
8   2.905590      0
9   3.254590      0
10  3.265284      0
11  3.286912      0
12  3.287338      0
13  3.338529      0
14  3.746326      0
15  3.777672      0
16  3.825799      0
17  3.842204      0
18  3.845517      0
19  3.928650      0
20  3.996267      0
21  4.325648      1
22  4.489401      1
23  4.594821      1
24  4.617315      1
25  4.646549      1
26  4.797695      1
27  4.845832      1
28  4.917831      1
29  4.990642      1
30  5.160104      1
31  5.177773      1
32  5.328949      1
33  5.400838      1
34  5.642388      1
35  5.695218      1
36  5.750365      1
37  5.792229      1
38  5.796290      1
39  5.815806      1
40  5.910914      1
41  6.181127      1
42  6.543057      1
Drug 56
        IC50  Label
0  -3.943948      1
1   0.249085      1
2   1.204318      1
3   1.397719      1
4   2.091030      0
5   2.469928      0
6   2.471164      0
7   2.572472      0
8   2.598007      0
9   2.656543      0
10  2.682080      0
11  2.768857      0
12  2.860118      0
13  2.910153      0
14  2.972683      0
15  3.006725      0
16  3.056168      0
17  3.063355      0
18  3.143113      0
19  3.209600      0
20  3.281022      0
21  3.291874      0
22  3.299267      0
23  3.302670      0
24  3.322724      0
25  3.480537      0
26  3.505871      0
27  3.739449      0
28  3.776507      0
29  3.792735      0
30  3.823031      0
31  3.828779      0
32  3.841175      0
33  4.369991      0
34  4.505537      0
35  4.723328      0
36  4.784876      0
37  4.805242      0
38  5.219404      0
39  5.270483      0
40  5.372965      0
41  5.887450      0
42  6.093290      0
Drug 57
        IC50  Label
0   2.126228      0
1   2.814643      0
2   2.824578      0
3   2.964436      0
4   2.976872      0
5   3.211406      0
6   3.378127      0
7   3.583209      0
8   3.806300      0
9   3.834253      0
10  3.897976      0
11  4.170106      0
12  4.394409      1
13  4.435858      1
14  4.452351      1
15  4.456200      1
16  4.473592      1
17  4.524416      1
18  4.582734      1
19  4.626097      1
20  4.705935      1
21  4.916480      1
22  4.978076      1
23  5.024447      1
24  5.025787      1
25  5.073456      1
26  5.152302      1
27  5.172670      1
28  5.181757      1
29  5.200789      1
30  5.230900      1
31  5.269724      1
32  5.269962      1
33  5.329266      1
34  5.339387      1
35  5.378402      1
36  5.397197      1
37  5.429825      1
38  5.632067      1
39  5.781882      1
40  5.999238      1
41  6.030060      1
42  6.980813      1
Drug 58
        IC50  Label
0   0.968587      1
1   1.244565      1
2   1.990062      1
3   2.420157      1
4   2.481503      1
5   2.520265      1
6   2.611188      1
7   2.660354      1
8   2.794214      1
9   2.966649      1
10  3.076802      1
11  3.111689      1
12  3.128707      1
13  3.322145      1
14  3.362628      1
15  3.508861      1
16  3.517720      1
17  3.582308      1
18  3.673603      1
19  3.756143      1
20  3.779169      1
21  3.787999      1
22  3.953649      1
23  4.224769      0
24  4.350356      0
25  4.375705      0
26  4.393880      0
27  4.549189      0
28  4.661485      0
29  4.844691      0
30  4.864732      0
31  4.899137      0
32  4.987353      0
33  5.286219      0
34  5.429060      0
35  5.655426      0
36  5.694180      0
37  5.737388      0
38  5.978230      0
39  6.040444      0
40  6.144067      0
41  6.153162      0
42  6.537287      0
Drug 59
        IC50  Label
0   2.671408      1
1   2.768581      1
2   2.855478      1
3   2.923964      1
4   3.045482      1
5   3.194235      1
6   3.241009      1
7   3.362133      1
8   3.645353      1
9   3.728994      1
10  4.010760      1
11  4.032349      1
12  4.044058      1
13  4.193375      1
14  4.346458      1
15  4.401700      1
16  4.441011      1
17  4.565990      1
18  4.758266      0
19  5.006031      0
20  5.012549      0
21  5.051303      0
22  5.096952      0
23  5.111133      0
24  5.117470      0
25  5.336855      0
26  5.469487      0
27  5.502872      0
28  5.545640      0
29  5.680595      0
30  5.694247      0
31  5.743041      0
32  5.758128      0
33  5.793649      0
34  5.826507      0
35  5.882158      0
36  5.978935      0
37  6.003980      0
38  6.044656      0
39  6.456344      0
40  6.462277      0
41  6.571345      0
42  7.230106      0
Drug 60
        IC50  Label
0  -0.622281      1
1   0.253613      1
2   0.310433      1
3   0.798137      1
4   2.201829      1
5   2.262592      1
6   2.567526      1
7   2.602044      1
8   3.108656      1
9   3.123190      1
10  3.129749      1
11  3.306363      1
12  3.386249      1
13  3.428942      1
14  3.891753      0
15  3.918742      0
16  3.981738      0
17  3.999714      0
18  4.044398      0
19  4.305964      0
20  4.470973      0
21  4.566566      0
22  4.646264      0
23  4.735500      0
24  4.862083      0
25  4.939799      0
26  4.990878      0
27  5.024068      0
28  5.025787      0
29  5.041547      0
30  5.070511      0
31  5.119520      0
32  5.124274      0
33  5.132962      0
34  5.218975      0
35  5.227900      0
36  5.271585      0
37  5.350299      0
38  5.402958      0
39  5.553187      0
40  5.761548      0
41  5.874036      0
42  5.967653      0
Drug 61
        IC50  Label
0   2.586720      1
1   3.026766      1
2   3.175661      1
3   3.278924      1
4   3.306371      1
5   3.389842      1
6   3.580825      1
7   3.811730      1
8   3.874243      1
9   4.048444      1
10  4.075253      1
11  4.081679      1
12  4.095757      1
13  4.120198      1
14  4.122428      1
15  4.185033      1
16  4.296697      1
17  4.374183      1
18  4.567164      1
19  4.758318      0
20  4.785906      0
21  4.954097      0
22  4.972111      0
23  5.088640      0
24  5.118957      0
25  5.126990      0
26  5.141228      0
27  5.177177      0
28  5.220067      0
29  5.257822      0
30  5.284812      0
31  5.335976      0
32  5.409495      0
33  5.467457      0
34  5.483973      0
35  5.574008      0
36  5.660966      0
37  5.693432      0
38  5.866081      0
39  5.919322      0
40  6.016615      0
41  6.438162      0
42  7.204119      0
Drug 62
        IC50  Label
0   1.742451      0
1   2.449036      0
2   2.635926      0
3   2.986982      0
4   3.051371      0
5   3.118556      0
6   3.294164      0
7   3.455639      0
8   3.531925      0
9   3.539835      0
10  3.565927      0
11  3.680474      0
12  3.839372      0
13  3.983040      1
14  3.987591      1
15  4.030197      1
16  4.089716      1
17  4.092999      1
18  4.140534      1
19  4.218079      1
20  4.274017      1
21  4.277858      1
22  4.342779      1
23  4.395190      1
24  4.420544      1
25  4.482732      1
26  4.525828      1
27  4.558418      1
28  4.573815      1
29  4.639129      1
30  4.688566      1
31  4.689007      1
32  4.705920      1
33  4.709289      1
34  4.760564      1
35  4.851416      1
36  5.004187      1
37  5.006886      1
38  5.010128      1
39  5.037250      1
40  5.130921      1
41  5.322316      1
42  6.310809      1
Drug 63
        IC50  Label
0  -0.558193      0
1  -0.490230      0
2  -0.309594      0
3  -0.237370      0
4  -0.126769      0
5   0.243846      0
6   0.305358      0
7   0.360584      0
8   0.584112      0
9   0.599672      0
10  0.692110      0
11  0.713231      0
12  0.724067      0
13  0.845742      0
14  0.865793      0
15  0.966941      0
16  1.006063      0
17  1.228759      0
18  1.351984      0
19  1.374845      0
20  1.487981      0
21  1.620815      0
22  1.677758      0
23  1.791367      0
24  1.857114      0
25  1.941375      0
26  2.019785      0
27  2.047729      0
28  2.277107      0
29  2.279205      0
30  2.428079      0
31  2.635083      1
32  2.735684      1
33  2.752267      1
34  3.018819      1
35  4.098559      1
36  4.101236      1
37  4.332640      1
38  4.431127      1
39  4.518124      1
40  5.109895      1
41  5.180889      1
42  5.268187      1
Drug 64
        IC50  Label
0   4.306684      1
1   4.314186      1
2   4.373373      1
3   4.523331      1
4   4.724464      1
5   4.799248      1
6   4.900594      1
7   5.093731      1
8   5.114497      1
9   5.130602      1
10  5.151719      1
11  5.165988      1
12  5.196400      1
13  5.327621      1
14  5.361740      1
15  5.362318      1
16  5.406901      1
17  5.452937      1
18  5.468512      1
19  5.553381      1
20  5.566114      1
21  5.633608      0
22  5.752085      0
23  5.830233      0
24  5.869215      0
25  5.907159      0
26  5.941810      0
27  5.982479      0
28  5.998873      0
29  6.030451      0
30  6.049689      0
31  6.050897      0
32  6.134770      0
33  6.185189      0
34  6.213909      0
35  6.216284      0
36  6.261377      0
37  6.337303      0
38  6.503316      0
39  6.643156      0
40  6.705712      0
41  6.713403      0
42  6.974184      0
Drug 65
        IC50  Label
0  -0.745533      0
1  -0.166814      0
2  -0.148404      0
3   0.014127      0
4   0.113222      0
5   0.209811      0
6   0.380208      0
7   0.398588      0
8   0.475598      0
9   0.475768      0
10  0.514671      0
11  0.622118      0
12  0.689641      0
13  0.699771      0
14  0.835363      0
15  0.914760      0
16  0.984528      0
17  1.003842      0
18  1.062751      0
19  1.364992      0
20  1.398490      0
21  1.710247      0
22  1.735295      0
23  1.863802      0
24  1.879239      0
25  1.987530      0
26  2.008503      0
27  2.134374      1
28  2.242307      1
29  2.395207      1
30  2.405436      1
31  2.626697      1
32  2.668392      1
33  2.918373      1
34  3.069361      1
35  3.076633      1
36  3.158388      1
37  3.268233      1
38  3.544424      1
39  3.961187      1
40  5.020603      1
41  5.254831      1
42  5.871546      1
Drug 66
        IC50  Label
0   1.777414      1
1   1.830745      1
2   1.855949      1
3   1.987699      1
4   2.037510      1
5   2.100808      1
6   2.143095      1
7   2.184344      1
8   2.288294      1
9   2.333122      1
10  2.502596      1
11  2.536255      1
12  2.543173      1
13  2.559070      1
14  2.576234      1
15  2.668251      1
16  2.867722      1
17  2.874966      1
18  2.883097      1
19  2.891704      1
20  2.932597      1
21  2.933533      1
22  2.985186      1
23  2.988342      1
24  3.047626      1
25  3.233745      0
26  3.240707      0
27  3.285948      0
28  3.344089      0
29  3.520147      0
30  3.548247      0
31  3.644182      0
32  3.693113      0
33  3.840643      0
34  3.862829      0
35  3.874108      0
36  3.879720      0
37  4.202221      0
38  4.241949      0
39  4.638614      0
40  4.646871      0
41  4.684152      0
42  5.084214      0
Drug 67
        IC50  Label
0   1.861754      0
1   2.104484      0
2   2.225711      0
3   2.263947      0
4   2.282952      0
5   2.350756      0
6   2.357154      0
7   2.401048      0
8   2.533597      0
9   2.541155      0
10  2.554708      0
11  2.592838      0
12  2.623950      0
13  2.782754      0
14  2.839404      0
15  2.904968      0
16  2.951342      0
17  2.953395      0
18  2.957455      0
19  3.037918      0
20  3.179069      0
21  3.237746      0
22  3.544010      0
23  3.645934      0
24  3.817666      0
25  4.083339      0
26  4.252769      1
27  4.453841      1
28  4.544073      1
29  4.675894      1
30  5.041958      1
31  5.054392      1
32  5.371517      1
33  5.556512      1
34  5.561211      1
35  5.677080      1
36  5.798967      1
37  5.937105      1
38  6.032351      1
39  6.032354      1
40  6.043373      1
41  6.135854      1
42  6.326576      1
Drug 68
        IC50  Label
0   1.749356      0
1   1.877952      0
2   1.937256      0
3   1.960071      0
4   2.069495      0
5   2.117867      0
6   2.225149      0
7   2.257960      0
8   2.302143      0
9   2.325824      0
10  2.407146      0
11  2.478636      0
12  2.594325      0
13  2.603555      0
14  2.860761      0
15  2.931718      0
16  3.025252      0
17  3.232354      0
18  3.267563      0
19  3.299791      0
20  3.343560      0
21  3.389973      0
22  3.462903      0
23  3.491715      0
24  3.519089      0
25  3.530094      0
26  3.547281      0
27  3.549632      0
28  3.573245      0
29  3.598916      0
30  3.692354      0
31  3.708755      0
32  3.786022      0
33  3.867713      0
34  4.202317      1
35  4.577693      1
36  4.617721      1
37  5.091983      1
38  5.415320      1
39  5.425617      1
40  6.017812      1
41  6.144179      1
42  6.485417      1
Drug 69
        IC50  Label
0  -2.815089      1
1  -2.372374      1
2  -2.174169      1
3  -1.296710      1
4  -1.294424      1
5  -1.184328      1
6  -0.477233      1
7  -0.312030      1
8  -0.168666      1
9  -0.147620      1
10 -0.063720      1
11  0.081659      1
12  0.182161      1
13  0.340746      1
14  0.610387      1
15  0.680917      1
16  0.941729      1
17  1.052841      1
18  1.086309      1
19  1.181945      1
20  1.419357      0
21  1.422614      0
22  1.426915      0
23  1.442087      0
24  1.688642      0
25  1.854036      0
26  1.873987      0
27  2.014411      0
28  2.014428      0
29  2.020064      0
30  2.079166      0
31  2.178872      0
32  2.244415      0
33  2.290799      0
34  2.678976      0
35  2.694794      0
36  2.798920      0
37  3.728964      0
38  4.406863      0
39  4.743981      0
40  4.818514      0
41  5.607905      0
42  5.888406      0
Drug 70
        IC50  Label
0  -7.340393      0
1  -6.238146      0
2  -6.089689      0
3  -5.903039      0
4  -5.203075      0
5  -5.031909      0
6  -5.002179      0
7  -4.752779      0
8  -4.651279      0
9  -4.550755      0
10 -4.448189      0
11 -4.362029      0
12 -4.355848      0
13 -3.752361      1
14 -3.730293      1
15 -3.695542      1
16 -3.514179      1
17 -3.367456      1
18 -3.337335      1
19 -3.291920      1
20 -3.272400      1
21 -3.208688      1
22 -3.040256      1
23 -2.989580      1
24 -2.921634      1
25 -2.917781      1
26 -2.823306      1
27 -2.815445      1
28 -2.750242      1
29 -2.707739      1
30 -2.465451      1
31 -2.411561      1
32 -2.149887      1
33 -2.145648      1
34 -2.030506      1
35 -1.900324      1
36 -1.767230      1
37 -1.743677      1
38 -1.544711      1
39 -1.522116      1
40 -1.260791      1
41 -0.393042      1
42  0.466268      1
Drug 71
        IC50  Label
0  -0.881464      1
1  -0.037978      1
2   0.168494      1
3   0.263571      1
4   0.396503      1
5   1.009223      1
6   1.009318      1
7   1.519412      1
8   2.483447      0
9   2.602334      0
10  2.626330      0
11  2.772455      0
12  3.253413      0
13  3.288837      0
14  3.303450      0
15  3.437935      0
16  3.439654      0
17  3.501542      0
18  3.507625      0
19  3.560151      0
20  3.633410      0
21  3.700749      0
22  3.887654      0
23  3.936964      0
24  4.178006      0
25  4.263585      0
26  4.276808      0
27  4.307494      0
28  4.315154      0
29  4.437244      0
30  4.608368      0
31  4.654486      0
32  4.668336      0
33  4.692358      0
34  4.712744      0
35  4.726416      0
36  4.937793      0
37  5.503802      0
38  5.521130      0
39  5.555085      0
40  5.568585      0
41  5.608435      0
42  6.643099      0
Drug 72
        IC50  Label
0   2.810049      0
1   3.488156      0
2   3.498371      0
3   3.504784      0
4   3.756211      0
5   3.773281      0
6   3.800141      0
7   3.897102      0
8   3.947928      0
9   3.966248      0
10  4.080408      0
11  4.144481      0
12  4.425306      0
13  4.451482      0
14  4.568248      1
15  4.666881      1
16  4.726353      1
17  4.727497      1
18  4.764517      1
19  4.833441      1
20  4.868822      1
21  4.876410      1
22  4.947826      1
23  4.949612      1
24  4.996348      1
25  5.005356      1
26  5.040191      1
27  5.048869      1
28  5.164507      1
29  5.218975      1
30  5.255993      1
31  5.264998      1
32  5.308507      1
33  5.315549      1
34  5.339087      1
35  5.344397      1
36  5.408570      1
37  5.483417      1
38  5.654859      1
39  5.797881      1
40  5.960270      1
41  5.991904      1
42  6.460971      1
Drug 73
        IC50  Label
0  -2.337495      0
1  -1.069288      0
2  -0.703799      0
3  -0.580786      0
4  -0.510211      0
5  -0.464967      0
6  -0.318475      0
7  -0.316523      0
8  -0.263915      0
9  -0.212767      0
10 -0.192195      0
11 -0.185348      0
12  0.014410      1
13  0.058046      1
14  0.077844      1
15  0.117506      1
16  0.166672      1
17  0.255667      1
18  0.257650      1
19  0.262359      1
20  0.276654      1
21  0.292999      1
22  0.318190      1
23  0.332729      1
24  0.379704      1
25  0.413508      1
26  0.421830      1
27  0.495293      1
28  0.507529      1
29  0.651932      1
30  0.670796      1
31  0.731928      1
32  0.734037      1
33  0.776063      1
34  0.806538      1
35  0.840667      1
36  0.845417      1
37  0.845592      1
38  0.933743      1
39  0.972894      1
40  1.081498      1
41  1.142796      1
42  1.180459      1
Drug 74
        IC50  Label
0   0.341763      0
1   1.289946      0
2   1.445262      0
3   1.898559      0
4   2.189233      0
5   2.463229      0
6   2.472024      0
7   2.572822      0
8   2.687069      0
9   2.868350      0
10  2.979494      0
11  3.009851      0
12  3.152602      0
13  3.170151      0
14  3.446957      0
15  3.580095      0
16  3.677685      0
17  3.747422      0
18  3.787246      0
19  3.959331      0
20  4.178520      1
21  4.308261      1
22  4.318062      1
23  4.456134      1
24  4.479224      1
25  4.497567      1
26  4.569461      1
27  4.687255      1
28  4.791823      1
29  4.798478      1
30  4.899689      1
31  4.977304      1
32  5.154410      1
33  5.330484      1
34  5.486570      1
35  5.789608      1
36  5.883768      1
37  5.945435      1
38  6.165221      1
39  6.318133      1
40  6.346772      1
41  6.872441      1
42  6.913547      1
Drug 75
        IC50  Label
0   2.108958      0
1   2.152384      0
2   2.166969      0
3   2.478238      0
4   2.750155      0
5   2.986218      0
6   3.201261      0
7   3.482818      0
8   3.486565      0
9   3.541742      0
10  3.584056      0
11  3.689142      0
12  3.813343      0
13  4.069997      0
14  4.072330      0
15  4.164566      0
16  4.245491      0
17  4.353161      0
18  4.530666      1
19  4.552227      1
20  4.569701      1
21  4.910400      1
22  4.951853      1
23  4.986046      1
24  5.168436      1
25  5.259972      1
26  5.271973      1
27  5.288635      1
28  5.333505      1
29  5.346213      1
30  5.570999      1
31  5.622175      1
32  5.695218      1
33  5.782732      1
34  5.807761      1
35  5.847135      1
36  5.877909      1
37  5.908364      1
38  5.928987      1
39  5.941697      1
40  6.052186      1
41  6.305868      1
42  6.418955      1
Drug 76
        IC50  Label
0  -0.881092      0
1  -0.501683      0
2  -0.193996      0
3  -0.074334      0
4   0.324902      0
5   0.334517      0
6   0.335853      0
7   0.395272      0
8   0.398520      0
9   0.469085      0
10  0.484938      0
11  0.547227      0
12  0.557899      0
13  0.567720      0
14  0.664133      0
15  0.795697      0
16  0.856870      0
17  0.928982      0
18  0.937424      0
19  0.945351      0
20  0.978993      0
21  0.980936      0
22  1.043081      0
23  1.055878      0
24  1.117743      0
25  1.213833      0
26  1.333354      0
27  1.383370      0
28  1.476024      1
29  1.527167      1
30  1.732658      1
31  1.787703      1
32  1.854792      1
33  1.914514      1
34  1.993231      1
35  2.027757      1
36  2.044920      1
37  2.178219      1
38  2.380025      1
39  3.133664      1
40  3.150546      1
41  3.238281      1
42  3.474248      1
Drug 77
        IC50  Label
0   0.127621      0
1   0.256077      0
2   0.263397      0
3   0.264432      0
4   1.106155      0
5   1.183188      0
6   1.334062      0
7   1.351668      0
8   1.488263      0
9   1.725044      0
10  1.939491      0
11  1.957923      0
12  1.991969      0
13  2.009388      0
14  2.063798      0
15  2.152890      0
16  2.214895      0
17  2.216510      0
18  2.475084      0
19  2.527728      0
20  2.535865      0
21  2.566607      0
22  2.657524      0
23  2.762548      0
24  2.838657      0
25  2.918294      1
26  2.936197      1
27  3.160079      1
28  3.179923      1
29  3.325530      1
30  3.525441      1
31  3.575454      1
32  3.655111      1
33  3.845945      1
34  4.095263      1
35  4.113742      1
36  4.207025      1
37  4.436697      1
38  4.468010      1
39  4.549292      1
40  4.654514      1
41  4.686301      1
42  6.086337      1
Drug 78
        IC50  Label
0   2.076782      1
1   2.716691      1
2   2.923443      1
3   3.093944      1
4   3.193834      1
5   3.217225      1
6   3.413822      1
7   3.551734      1
8   3.594791      1
9   3.739866      1
10  3.745679      1
11  3.753626      1
12  3.819570      1
13  3.919122      1
14  3.992766      1
15  4.121788      1
16  4.143432      1
17  4.189064      1
18  4.257450      0
19  4.341455      0
20  4.382918      0
21  4.385598      0
22  4.388215      0
23  4.405591      0
24  4.531512      0
25  4.573303      0
26  4.591907      0
27  4.597510      0
28  4.663493      0
29  4.676264      0
30  4.703808      0
31  4.821685      0
32  4.981335      0
33  4.995920      0
34  5.022340      0
35  5.165894      0
36  5.227128      0
37  5.347661      0
38  5.367025      0
39  5.415348      0
40  5.633429      0
41  5.831973      0
42  6.303439      0
Drug 79
        IC50  Label
0   0.989673      1
1   1.953470      1
2   1.964040      1
3   2.526963      1
4   2.762005      1
5   2.882586      1
6   3.080212      1
7   3.129231      1
8   3.142001      1
9   3.143101      1
10  3.284496      1
11  3.342459      1
12  3.405997      1
13  3.619871      0
14  3.659164      0
15  3.671786      0
16  3.681607      0
17  3.805906      0
18  3.814127      0
19  3.834390      0
20  3.935649      0
21  3.970346      0
22  3.993313      0
23  4.092118      0
24  4.117405      0
25  4.232997      0
26  4.241445      0
27  4.287560      0
28  4.290192      0
29  4.354940      0
30  4.403192      0
31  4.415880      0
32  4.533981      0
33  4.628307      0
34  4.629835      0
35  4.654514      0
36  4.682365      0
37  4.708914      0
38  4.734617      0
39  4.881859      0
40  4.941355      0
41  5.138826      0
42  6.010764      0
Drug 80
        IC50  Label
0  -0.019341      0
1   0.608196      0
2   0.691005      0
3   0.751339      0
4   0.789215      0
5   0.899973      0
6   0.907023      0
7   1.052854      0
8   1.133875      0
9   1.212435      0
10  1.248529      0
11  1.326911      0
12  1.334229      0
13  1.419962      0
14  1.425234      0
15  1.469146      0
16  1.508482      0
17  1.510067      0
18  1.515154      0
19  1.546895      0
20  1.587741      0
21  1.595622      0
22  1.646189      0
23  1.688269      0
24  1.754166      0
25  1.768772      0
26  1.777242      0
27  1.803576      0
28  1.852814      0
29  1.889100      0
30  1.891547      0
31  1.930840      0
32  1.943176      0
33  2.003444      0
34  2.231720      1
35  2.233502      1
36  2.241135      1
37  2.303666      1
38  2.474611      1
39  2.786822      1
40  2.809949      1
41  3.805655      1
42  4.545497      1
Drug 81
        IC50  Label
0  -2.143964      0
1  -1.683608      0
2  -1.216857      0
3  -1.066502      0
4  -1.030864      0
5  -0.852547      0
6  -0.798755      0
7  -0.318060      0
8  -0.228877      0
9  -0.054416      0
10 -0.021838      0
11  0.011318      0
12  0.028027      0
13  0.066900      0
14  0.256176      0
15  0.313379      0
16  0.329766      0
17  0.400145      0
18  0.499753      0
19  0.560949      0
20  0.785622      0
21  0.849800      0
22  0.884285      0
23  0.934097      0
24  1.221674      0
25  1.419402      0
26  1.476405      0
27  1.670133      1
28  1.671566      1
29  1.795092      1
30  1.818811      1
31  2.224690      1
32  2.369128      1
33  2.544552      1
34  2.714923      1
35  3.139002      1
36  3.156637      1
37  3.361363      1
38  3.612390      1
39  4.102549      1
40  5.025787      1
41  5.215496      1
42  5.218006      1
Drug 82
         IC50  Label
0    2.799805      0
1    3.499548      0
2    4.141853      0
3    4.346250      0
4    4.396785      0
5    4.650003      0
6    4.681212      0
7    5.039379      0
8    6.061467      0
9    6.176591      0
10   6.227628      0
11   6.299376      0
12   6.621552      1
13   6.648494      1
14   6.695354      1
15   6.857990      1
16   6.972361      1
17   7.012571      1
18   7.016280      1
19   7.341468      1
20   7.463908      1
21   7.581208      1
22   7.623360      1
23   7.655451      1
24   7.676069      1
25   7.792536      1
26   7.938055      1
27   7.965644      1
28   7.975368      1
29   7.993664      1
30   8.014971      1
31   8.087767      1
32   8.108964      1
33   8.294665      1
34   8.303010      1
35   8.424156      1
36   8.529266      1
37   8.920272      1
38   8.946114      1
39   9.230555      1
40   9.523396      1
41  10.046735      1
42  12.802280      1
Drug 83
        IC50  Label
0  -3.599166      0
1  -3.068621      0
2  -3.050845      0
3  -1.997639      0
4  -1.963791      0
5  -1.876050      0
6  -1.857201      0
7  -1.675516      0
8  -1.544080      0
9  -1.440406      0
10 -1.363766      0
11 -0.858052      0
12 -0.700297      0
13 -0.181065      0
14 -0.162378      0
15 -0.108733      0
16 -0.084224      0
17  0.139512      0
18  0.206458      0
19  0.290300      0
20  0.525769      1
21  0.528462      1
22  0.670988      1
23  0.845171      1
24  0.858121      1
25  0.909320      1
26  0.923613      1
27  1.072175      1
28  1.164362      1
29  1.429839      1
30  1.443709      1
31  1.706811      1
32  2.175656      1
33  2.271654      1
34  2.555212      1
35  2.603974      1
36  2.618822      1
37  2.781106      1
38  3.364227      1
39  3.639045      1
40  3.655188      1
41  3.714137      1
42  3.717584      1
Drug 84
        IC50  Label
0   1.790222      0
1   1.805924      0
2   2.032903      0
3   2.411590      0
4   2.413190      0
5   2.435318      0
6   2.593747      0
7   2.724011      0
8   2.747917      0
9   3.020614      0
10  3.138265      0
11  3.172789      0
12  3.197845      0
13  3.208302      0
14  3.214564      0
15  3.295456      0
16  3.336689      0
17  3.361825      0
18  3.368235      0
19  3.429015      0
20  3.471164      0
21  3.545204      0
22  3.550024      0
23  3.679676      1
24  3.713892      1
25  3.774845      1
26  3.828285      1
27  3.879385      1
28  3.973404      1
29  4.001189      1
30  4.045965      1
31  4.057597      1
32  4.100888      1
33  4.168237      1
34  4.289936      1
35  4.466691      1
36  4.469956      1
37  4.502111      1
38  4.670892      1
39  4.744778      1
40  4.906138      1
41  5.071027      1
42  6.179653      1
Drug 85
        IC50  Label
0   0.515368      1
1   0.904830      1
2   1.254622      1
3   1.348484      1
4   1.573404      1
5   1.601510      1
6   1.775889      1
7   1.782869      1
8   1.860462      1
9   1.952249      1
10  2.132001      1
11  2.179680      1
12  2.257062      1
13  2.308633      1
14  2.367489      1
15  2.528531      1
16  2.583521      1
17  2.679726      1
18  2.808325      1
19  2.903844      0
20  2.962048      0
21  3.100371      0
22  3.186646      0
23  3.358724      0
24  3.376638      0
25  3.381149      0
26  3.434746      0
27  3.544132      0
28  3.584897      0
29  3.614445      0
30  3.618682      0
31  3.830732      0
32  3.928087      0
33  3.996896      0
34  4.054000      0
35  4.143913      0
36  4.195284      0
37  4.372039      0
38  4.380634      0
39  4.412101      0
40  4.458911      0
41  4.534297      0
42  4.915682      0
Drug 86
        IC50  Label
0  -2.852166      0
1  -1.723653      0
2  -1.681596      0
3  -1.476009      0
4  -1.436116      0
5  -1.386468      0
6  -1.365599      0
7  -1.066882      0
8  -1.034787      0
9  -1.023212      0
10 -0.973361      0
11 -0.816266      0
12 -0.705388      0
13 -0.540474      0
14 -0.538429      0
15 -0.440204      0
16 -0.252341      0
17 -0.251730      0
18 -0.232555      0
